Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,ORB%.1,FT/FGA.1,Team,Season,SeasonType
4.0,4.0,2021-10-26,@,OKC,W,106.0,98.0,,109.4,101.2,96.9,0.217,0.482,0.583,47.7,76.9,9.3,15.4,0.554,14.2,17.5,0.169,0.488,13.0,18.8,0.163,GSW,2022,reg
5.0,5.0,2021-10-28,,MEM,L,101.0,104.0,OT,92.5,95.3,98.8,0.133,0.444,0.53,51.5,74.4,7.3,14.3,0.511,19.4,14.6,0.1,0.464,14.9,19.6,0.144,GSW,2022,reg
6.0,6.0,2021-10-30,,OKC,W,103.0,82.0,,100.9,80.3,102.1,0.087,0.587,0.539,44.6,76.9,8.8,18.2,0.538,14.3,19.2,0.043,0.398,14.8,6.1,0.193,GSW,2022,reg
7.0,7.0,2021-11-03,,CHO,W,114.0,92.0,,109.7,88.5,103.9,0.209,0.523,0.607,48.0,78.6,13.5,7.3,0.593,15.3,14.9,0.14,0.429,13.9,16.4,0.154,GSW,2022,reg
8.0,8.0,2021-11-05,,NOP,W,126.0,85.0,,127.8,86.2,98.6,0.154,0.549,0.648,46.2,76.6,10.1,9.1,0.626,10.2,22.5,0.132,0.415,16.7,21.6,0.136,GSW,2022,reg
9.0,9.0,2021-11-07,,HOU,W,120.0,107.0,,117.4,104.6,102.2,0.235,0.541,0.64,50.6,70.5,11.7,6.5,0.606,15.3,18.9,0.2,0.519,18.1,26.1,0.316,GSW,2022,reg
10.0,10.0,2021-11-08,,ATL,W,127.0,113.0,,121.8,108.4,104.3,0.239,0.478,0.625,47.3,70.5,12.5,10.3,0.576,12.1,23.8,0.228,0.567,16.2,9.4,0.244,GSW,2022,reg
11.0,11.0,2021-11-10,,MIN,W,123.0,110.0,,126.7,113.3,97.1,0.471,0.471,0.599,43.0,57.5,14.4,11.8,0.535,13.5,46.5,0.376,0.5,14.1,34.0,0.158,GSW,2022,reg
12.0,12.0,2021-11-12,,CHI,W,119.0,93.0,,119.0,93.0,100.0,0.172,0.495,0.595,44.7,60.0,15.0,5.9,0.565,13.8,27.9,0.151,0.487,18.6,16.7,0.218,GSW,2022,reg
13.0,13.0,2021-11-14,@,CHO,L,102.0,106.0,,100.6,104.5,101.4,0.278,0.433,0.505,44.3,81.6,7.9,13.5,0.472,12.9,23.9,0.189,0.557,12.2,9.5,0.091,GSW,2022,reg
14.0,14.0,2021-11-16,@,BRK,W,117.0,99.0,,115.0,97.3,101.8,0.354,0.506,0.641,41.8,61.0,3.9,15.4,0.601,19.4,23.7,0.278,0.443,10.7,17.0,0.239,GSW,2022,reg
15.0,15.0,2021-11-18,@,CLE,W,104.0,89.0,,114.4,97.9,90.9,0.096,0.518,0.601,55.3,87.8,13.2,4.9,0.584,11.3,14.7,0.084,0.5,18.7,31.0,0.113,GSW,2022,reg
16.0,16.0,2021-11-19,@,DET,W,105.0,102.0,,114.6,111.3,91.6,0.263,0.375,0.588,42.2,57.9,8.7,10.5,0.55,17.6,36.8,0.213,0.488,12.2,24.4,0.3,GSW,2022,reg
17.0,17.0,2021-11-21,,TOR,W,119.0,104.0,,123.3,107.7,96.5,0.304,0.57,0.664,50.0,79.5,5.2,11.3,0.633,15.2,21.6,0.241,0.47,9.3,31.6,0.111,GSW,2022,reg
18.0,18.0,2021-11-24,,PHI,W,116.0,96.0,,114.7,94.9,101.1,0.3,0.475,0.64,50.0,76.2,6.9,9.6,0.619,15.0,10.8,0.213,0.475,19.0,17.8,0.25,GSW,2022,reg
19.0,19.0,2021-11-26,,POR,W,118.0,103.0,,121.9,106.4,96.8,0.184,0.425,0.627,43.5,66.0,8.3,10.4,0.609,13.8,26.8,0.138,0.494,9.4,15.9,0.209,GSW,2022,reg
20.0,20.0,2021-11-28,@,LAC,W,105.0,90.0,,106.5,91.2,98.6,0.256,0.465,0.549,52.2,65.8,19.3,3.8,0.541,15.1,25.6,0.14,0.456,21.6,31.9,0.213,GSW,2022,reg
21.0,21.0,2021-11-30,@,PHO,L,96.0,104.0,,100.3,108.7,95.7,0.163,0.465,0.521,40.7,69.4,7.3,8.8,0.5,20.0,35.7,0.116,0.563,12.4,18.2,0.069,GSW,2022,reg
22.0,22.0,2021-12-03,,PHO,W,118.0,96.0,,117.3,95.5,100.6,0.13,0.424,0.606,42.7,66.7,9.9,13.6,0.592,14.9,27.5,0.098,0.432,14.2,18.4,0.321,GSW,2022,reg
23.0,23.0,2021-12-04,,SAS,L,107.0,112.0,,110.4,115.5,96.9,0.233,0.433,0.539,50.0,65.0,6.2,3.8,0.517,11.6,24.4,0.156,0.545,11.1,24.4,0.182,GSW,2022,reg
24.0,24.0,2021-12-06,,ORL,W,126.0,95.0,,121.4,91.5,103.8,0.333,0.46,0.632,46.9,65.1,14.5,5.3,0.609,13.1,17.5,0.23,0.507,21.2,12.2,0.237,GSW,2022,reg
25.0,25.0,2021-12-08,,POR,W,104.0,94.0,,104.7,94.6,99.4,0.373,0.554,0.538,47.2,66.7,9.1,6.0,0.482,14.2,22.2,0.289,0.463,14.8,15.9,0.25,GSW,2022,reg
26.0,26.0,2021-12-11,@,PHI,L,93.0,102.0,,99.2,108.8,93.8,0.212,0.565,0.5,51.2,61.8,5.3,10.2,0.471,12.3,20.4,0.153,0.52,12.9,13.5,0.303,GSW,2022,reg
27.0,27.0,2021-12-13,@,IND,W,102.0,100.0,,106.2,104.1,96.1,0.167,0.357,0.566,47.2,50.0,6.2,10.5,0.548,16.6,23.7,0.119,0.443,9.0,25.5,0.264,GSW,2022,reg
28.0,28.0,2021-12-14,@,NYK,W,105.0,96.0,,112.1,102.5,93.7,0.351,0.519,0.591,41.7,80.0,3.2,14.6,0.552,11.9,18.4,0.26,0.458,8.9,8.7,0.241,GSW,2022,reg
29.0,29.0,2021-12-17,@,BOS,W,111.0,107.0,,113.6,109.5,97.7,0.233,0.511,0.559,50.0,69.2,9.2,19.5,0.522,12.4,26.1,0.189,0.53,14.4,25.0,0.244,GSW,2022,reg
30.0,30.0,2021-12-18,@,TOR,L,100.0,119.0,,103.5,123.2,96.6,0.266,0.456,0.567,46.6,70.3,5.2,9.6,0.538,18.5,27.5,0.19,0.578,9.9,25.0,0.167,GSW,2022,reg
31.0,31.0,2021-12-20,,SAC,W,113.0,98.0,,113.4,98.4,99.6,0.102,0.42,0.614,46.8,60.9,12.0,17.6,0.608,14.8,24.4,0.068,0.524,18.9,15.8,0.133,GSW,2022,reg
32.0,32.0,2021-12-23,,MEM,W,113.0,104.0,,116.8,107.5,96.8,0.22,0.488,0.628,51.9,75.0,9.3,14.1,0.604,17.4,22.2,0.171,0.467,11.4,31.1,0.222,GSW,2022,reg
33.0,33.0,2021-12-25,@,PHO,W,116.0,107.0,,127.2,117.3,91.2,0.247,0.435,0.615,46.8,66.7,12.1,13.2,0.576,10.5,30.0,0.212,0.548,12.6,23.1,0.193,GSW,2022,reg
34.0,34.0,2021-12-28,,DEN,L,86.0,89.0,,93.0,96.2,92.5,0.431,0.444,0.502,50.6,66.7,8.6,4.0,0.486,16.6,20.5,0.222,0.458,14.8,27.1,0.157,GSW,2022,reg
35.0,35.0,2022-01-01,@,UTA,W,123.0,116.0,,122.9,115.9,100.1,0.244,0.372,0.646,52.9,84.8,10.0,4.2,0.634,13.6,18.9,0.163,0.511,11.1,31.3,0.239,GSW,2022,reg
36.0,36.0,2022-01-03,,MIA,W,115.0,108.0,,112.4,105.5,102.4,0.141,0.413,0.588,53.3,86.7,10.7,12.5,0.565,10.9,15.6,0.12,0.506,16.2,23.4,0.189,GSW,2022,reg
37.0,37.0,2022-01-05,@,DAL,L,82.0,99.0,,85.2,102.9,96.2,0.198,0.346,0.466,50.0,60.6,10.4,10.6,0.438,16.2,18.2,0.136,0.448,10.9,20.8,0.241,GSW,2022,reg
38.0,38.0,2022-01-06,@,NOP,L,96.0,101.0,,95.6,100.5,100.5,0.207,0.379,0.506,51.7,59.5,11.9,12.2,0.466,12.9,17.4,0.172,0.47,15.1,18.6,0.277,GSW,2022,reg
39.0,39.0,2022-01-09,,CLE,W,96.0,82.0,,104.6,89.3,91.8,0.103,0.433,0.473,43.8,61.5,17.4,9.8,0.454,12.9,39.3,0.082,0.473,18.6,20.0,0.147,GSW,2022,reg
40.0,40.0,2022-01-11,@,MEM,L,108.0,116.0,,102.2,109.8,105.7,0.354,0.439,0.57,52.1,71.4,7.6,7.6,0.506,15.2,9.5,0.305,0.51,9.2,21.2,0.14,GSW,2022,reg
41.0,41.0,2022-01-13,@,MIL,L,99.0,118.0,,93.7,111.6,105.7,0.253,0.505,0.469,52.4,60.6,8.5,4.4,0.432,12.4,19.7,0.179,0.616,15.3,11.9,0.14,GSW,2022,reg
42.0,42.0,2022-01-14,@,CHI,W,138.0,96.0,,142.6,99.2,96.8,0.181,0.447,0.68,43.4,73.6,12.4,10.2,0.665,6.5,25.7,0.138,0.483,12.9,20.8,0.138,GSW,2022,reg
43.0,43.0,2022-01-16,@,MIN,L,99.0,119.0,,94.6,113.7,104.7,0.354,0.512,0.522,50.0,62.5,5.7,6.3,0.47,13.7,14.6,0.268,0.582,13.8,13.0,0.143,GSW,2022,reg
44.0,44.0,2022-01-18,,DET,W,102.0,86.0,,106.3,89.7,95.9,0.325,0.506,0.538,48.1,76.5,12.5,5.9,0.494,12.1,25.0,0.241,0.406,14.3,21.2,0.2,GSW,2022,reg
45.0,45.0,2022-01-20,,IND,L,117.0,121.0,OT,105.5,109.1,100.4,0.309,0.447,0.548,47.5,66.7,9.9,10.0,0.495,16.4,30.0,0.255,0.511,14.1,25.5,0.253,GSW,2022,reg
46.0,46.0,2022-01-21,,HOU,W,105.0,103.0,,105.5,103.5,99.6,0.272,0.37,0.579,48.8,64.1,4.0,16.7,0.543,17.3,18.4,0.21,0.483,10.9,19.0,0.191,GSW,2022,reg
47.0,47.0,2022-01-23,,UTA,W,94.0,92.0,,111.6,109.3,84.2,0.12,0.506,0.538,56.0,52.8,9.5,10.9,0.512,10.3,22.7,0.108,0.451,11.6,36.2,0.235,GSW,2022,reg
48.0,48.0,2022-01-25,,DAL,W,130.0,92.0,,131.5,93.1,98.8,0.196,0.467,0.651,40.2,63.3,8.1,3.9,0.625,12.3,29.3,0.163,0.407,10.0,17.9,0.198,GSW,2022,reg
49.0,49.0,2022-01-27,,MIN,W,124.0,115.0,,122.6,113.7,101.1,0.256,0.439,0.68,46.6,70.5,7.9,5.9,0.665,17.2,24.4,0.183,0.495,7.8,21.3,0.221,GSW,2022,reg
50.0,50.0,2022-01-29,,BRK,W,110.0,106.0,,112.9,108.8,97.4,0.184,0.459,0.519,48.6,60.0,8.2,11.4,0.48,10.2,32.0,0.163,0.454,9.3,31.6,0.173,GSW,2022,reg
51.0,51.0,2022-01-31,@,HOU,W,122.0,108.0,,123.2,109.0,99.1,0.288,0.5,0.677,47.4,53.5,10.1,19.5,0.644,14.3,20.0,0.238,0.524,14.9,20.9,0.238,GSW,2022,reg
52.0,52.0,2022-02-01,@,SAS,W,124.0,120.0,,125.1,121.1,99.1,0.188,0.479,0.597,42.5,69.8,10.1,6.0,0.552,13.3,34.1,0.188,0.651,13.4,13.9,0.145,GSW,2022,reg
53.0,53.0,2022-02-03,,SAC,W,126.0,114.0,,130.1,117.7,96.8,0.19,0.5,0.692,38.5,57.4,11.4,6.1,0.679,14.9,31.0,0.143,0.594,15.1,13.9,0.238,GSW,2022,reg
54.0,54.0,2022-02-07,@,OKC,W,110.0,98.0,,114.6,102.1,96.0,0.207,0.524,0.615,55.6,73.2,12.5,5.6,0.591,14.4,15.8,0.159,0.472,15.6,34.6,0.144,GSW,2022,reg
55.0,55.0,2022-02-09,@,UTA,L,85.0,111.0,,90.0,117.6,94.4,0.218,0.551,0.497,59.8,60.7,8.5,7.9,0.462,13.2,6.8,0.167,0.556,11.1,25.6,0.135,GSW,2022,reg
56.0,56.0,2022-02-10,,NYK,L,114.0,116.0,,114.2,116.2,99.8,0.187,0.495,0.579,57.3,64.3,4.0,9.3,0.544,7.5,12.5,0.165,0.511,12.6,32.7,0.267,GSW,2022,reg
57.0,57.0,2022-02-12,,LAL,W,117.0,115.0,,117.3,115.3,99.8,0.378,0.422,0.557,49.0,60.0,4.0,4.9,0.511,7.9,21.7,0.278,0.528,8.1,23.1,0.25,GSW,2022,reg
58.0,58.0,2022-02-14,@,LAC,L,104.0,119.0,,107.3,122.8,96.9,0.151,0.477,0.567,53.1,59.0,7.2,5.9,0.547,13.2,15.9,0.116,0.653,11.6,16.2,0.094,GSW,2022,reg
59.0,59.0,2022-02-16,,DEN,L,116.0,117.0,,114.4,115.4,101.4,0.276,0.391,0.595,56.5,57.8,12.8,9.1,0.575,10.1,18.2,0.184,0.549,15.9,29.3,0.187,GSW,2022,reg
60.0,60.0,2022-02-24,@,POR,W,132.0,95.0,,131.4,94.6,100.5,0.364,0.466,0.647,40.3,80.0,10.0,15.9,0.597,10.5,28.6,0.307,0.449,16.4,14.3,0.304,GSW,2022,reg
61.0,61.0,2022-02-27,,DAL,L,101.0,107.0,,104.0,110.1,97.2,0.22,0.429,0.506,50.6,69.2,15.4,4.5,0.489,9.9,23.5,0.132,0.583,17.2,15.8,0.205,GSW,2022,reg
62.0,62.0,2022-03-01,@,MIN,L,114.0,129.0,,106.9,120.9,106.7,0.244,0.5,0.572,51.2,63.4,10.3,6.1,0.528,14.6,18.2,0.211,0.618,13.9,15.8,0.213,GSW,2022,reg
63.0,63.0,2022-03-03,@,DAL,L,113.0,122.0,,123.7,133.5,91.4,0.16,0.37,0.652,46.4,59.1,7.7,10.4,0.636,14.7,29.4,0.123,0.629,9.6,22.9,0.176,GSW,2022,reg
64.0,64.0,2022-03-05,@,LAL,L,116.0,124.0,,111.2,118.9,104.3,0.207,0.37,0.578,53.4,47.8,10.5,8.3,0.582,13.8,22.2,0.098,0.596,16.9,27.9,0.202,GSW,2022,reg
65.0,65.0,2022-03-07,@,DEN,L,124.0,131.0,,121.8,128.6,101.8,0.261,0.455,0.632,50.0,64.4,4.9,0.0,0.608,12.5,20.9,0.193,0.607,8.1,17.9,0.345,GSW,2022,reg
66.0,66.0,2022-03-08,,LAC,W,112.0,97.0,,110.6,95.8,101.2,0.141,0.37,0.573,48.0,75.0,7.9,11.1,0.549,14.1,22.2,0.12,0.419,11.2,22.6,0.204,GSW,2022,reg
67.0,67.0,2022-03-10,@,DEN,W,113.0,102.0,,119.4,107.8,94.7,0.227,0.477,0.584,57.6,61.9,9.5,7.5,0.557,7.6,17.8,0.17,0.458,11.7,30.0,0.298,GSW,2022,reg
68.0,68.0,2022-03-12,,MIL,W,122.0,109.0,,125.9,112.5,96.9,0.161,0.484,0.612,41.5,73.3,3.1,14.6,0.581,10.8,27.9,0.151,0.505,4.7,15.7,0.174,GSW,2022,reg
69.0,69.0,2022-03-14,,WAS,W,126.0,112.0,,127.9,113.7,98.5,0.262,0.536,0.673,44.3,57.8,7.1,7.1,0.643,12.2,16.7,0.214,0.573,11.5,11.6,0.22,GSW,2022,reg
70.0,70.0,2022-03-16,,BOS,L,88.0,110.0,,96.2,120.2,91.5,0.186,0.558,0.473,58.2,59.4,8.7,9.8,0.436,7.9,13.5,0.151,0.562,9.9,20.5,0.235,GSW,2022,reg
71.0,71.0,2022-03-20,,SAS,L,108.0,110.0,,113.8,115.9,94.9,0.233,0.367,0.544,43.6,63.4,5.3,1.7,0.517,13.1,42.6,0.167,0.464,9.2,31.5,0.194,GSW,2022,reg
72.0,72.0,2022-03-22,@,ORL,L,90.0,94.0,,95.3,99.5,94.5,0.188,0.376,0.489,44.8,61.8,6.4,7.0,0.465,16.4,26.7,0.129,0.494,13.8,14.3,0.203,GSW,2022,reg
73.0,73.0,2022-03-23,@,MIA,W,118.0,104.0,,126.3,111.3,93.4,0.351,0.468,0.664,43.0,57.5,5.4,4.1,0.617,12.8,21.2,0.299,0.518,9.6,17.4,0.188,GSW,2022,reg
74.0,74.0,2022-03-25,@,ATL,L,110.0,121.0,,114.4,125.9,96.1,0.144,0.456,0.575,48.4,62.8,4.2,1.9,0.556,14.3,30.4,0.111,0.596,11.0,26.7,0.169,GSW,2022,reg
75.0,75.0,2022-03-27,@,WAS,L,115.0,123.0,,115.2,123.3,99.8,0.438,0.371,0.542,47.7,52.6,8.0,3.6,0.472,8.6,26.0,0.348,0.619,11.4,13.2,0.226,GSW,2022,reg
76.0,76.0,2022-03-28,@,MEM,L,95.0,123.0,,92.3,119.6,102.9,0.321,0.358,0.514,56.5,54.5,5.8,11.3,0.463,15.5,15.2,0.247,0.533,11.5,28.3,0.272,GSW,2022,reg
77.0,77.0,2022-03-30,,PHO,L,103.0,107.0,,99.8,103.7,103.2,0.301,0.458,0.548,48.9,74.3,6.8,6.3,0.5,18.3,22.7,0.241,0.451,11.7,24.0,0.261,GSW,2022,reg
78.0,78.0,2022-04-02,,UTA,W,111.0,107.0,,117.0,112.8,94.9,0.143,0.571,0.622,53.4,75.0,5.3,14.0,0.595,11.0,14.6,0.131,0.511,11.6,25.5,0.18,GSW,2022,reg
79.0,79.0,2022-04-03,@,SAC,W,109.0,90.0,,114.3,94.4,95.4,0.19,0.43,0.637,42.7,70.7,8.4,16.7,0.62,16.6,19.4,0.139,0.426,12.4,13.0,0.259,GSW,2022,reg
80.0,80.0,2022-04-07,,LAL,W,128.0,112.0,,119.7,104.7,107.0,0.103,0.33,0.631,48.3,76.5,9.3,9.8,0.608,12.9,20.9,0.103,0.5,16.0,18.2,0.349,GSW,2022,reg
81.0,81.0,2022-04-09,@,SAS,W,100.0,94.0,,104.8,98.6,95.4,0.407,0.395,0.523,44.6,69.7,8.4,2.0,0.457,11.2,26.0,0.321,0.463,11.6,9.5,0.25,GSW,2022,reg
82.0,82.0,2022-04-10,@,NOP,W,128.0,107.0,,134.6,112.5,95.1,0.16,0.407,0.738,50.6,67.3,5.3,3.4,0.722,16.4,22.6,0.136,0.495,10.3,34.6,0.091,GSW,2022,reg
1.0,1.0,2021-10-20,@,MIN,L,106.0,124.0,,101.1,118.3,104.8,0.25,0.375,0.543,52.9,52.5,12.4,6.1,0.517,19.7,26.7,0.17,0.575,15.2,31.0,0.276,HOU,2022,reg
2.0,2.0,2021-10-22,,OKC,W,124.0,91.0,,116.8,85.7,106.2,0.147,0.4,0.613,41.9,60.4,11.3,20.8,0.595,14.4,24.4,0.116,0.451,16.2,15.4,0.099,HOU,2022,reg
3.0,3.0,2021-10-24,,BOS,L,97.0,107.0,,98.2,108.3,98.8,0.32,0.427,0.567,51.8,62.5,7.1,10.3,0.52,18.9,11.9,0.253,0.529,11.2,14.6,0.186,HOU,2022,reg
4.0,4.0,2021-10-26,@,DAL,L,106.0,116.0,,103.7,113.5,102.2,0.302,0.453,0.544,50.5,66.7,6.8,6.0,0.512,14.9,23.4,0.209,0.527,12.6,26.9,0.194,HOU,2022,reg
5.0,5.0,2021-10-28,,UTA,L,91.0,122.0,,88.7,118.9,102.6,0.242,0.463,0.433,58.6,48.4,7.8,7.7,0.374,9.5,21.3,0.211,0.576,16.9,26.3,0.282,HOU,2022,reg
6.0,6.0,2021-10-31,@,LAL,L,85.0,95.0,,81.8,91.5,103.9,0.382,0.368,0.479,43.9,56.3,7.7,4.6,0.461,23.3,23.3,0.197,0.453,12.1,18.2,0.083,HOU,2022,reg
7.0,7.0,2021-11-02,@,LAL,L,117.0,119.0,,109.7,111.5,106.7,0.132,0.462,0.608,53.1,56.3,7.5,5.9,0.615,20.6,25.6,0.055,0.559,14.3,28.9,0.161,HOU,2022,reg
8.0,8.0,2021-11-04,@,PHO,L,111.0,123.0,,106.2,117.6,104.6,0.318,0.364,0.553,51.7,65.8,3.8,6.5,0.494,15.9,17.5,0.273,0.548,10.4,26.5,0.226,HOU,2022,reg
9.0,9.0,2021-11-06,@,DEN,L,94.0,95.0,,99.0,100.0,95.0,0.32,0.373,0.549,48.9,54.3,8.4,12.2,0.52,16.6,16.7,0.213,0.455,10.2,20.0,0.157,HOU,2022,reg
10.0,10.0,2021-11-07,@,GSW,L,107.0,120.0,,104.6,117.4,102.2,0.468,0.418,0.562,49.4,47.2,10.8,7.7,0.519,18.1,26.1,0.316,0.606,15.3,18.9,0.2,HOU,2022,reg
11.0,11.0,2021-11-10,,DET,L,104.0,112.0,,103.4,111.4,100.6,0.415,0.415,0.536,53.8,48.6,5.0,10.2,0.5,14.2,19.5,0.268,0.515,11.8,32.0,0.124,HOU,2022,reg
12.0,12.0,2021-11-12,,POR,L,92.0,104.0,,91.9,103.9,100.1,0.318,0.376,0.475,51.5,38.2,6.0,11.8,0.441,11.8,18.0,0.2,0.454,12.2,21.6,0.287,HOU,2022,reg
13.0,13.0,2021-11-14,,PHO,L,89.0,115.0,,86.2,111.4,103.3,0.212,0.376,0.479,52.0,54.3,6.8,8.8,0.453,19.8,18.4,0.141,0.505,8.6,23.5,0.175,HOU,2022,reg
14.0,14.0,2021-11-15,@,MEM,L,102.0,136.0,,95.7,127.6,106.6,0.274,0.4,0.479,51.6,66.7,5.6,9.1,0.437,14.5,25.0,0.2,0.625,8.7,17.9,0.167,HOU,2022,reg
15.0,15.0,2021-11-17,@,OKC,L,89.0,101.0,,87.5,99.3,101.7,0.211,0.467,0.452,54.9,50.0,5.9,7.5,0.422,12.5,16.1,0.144,0.5,12.4,19.6,0.098,HOU,2022,reg
16.0,16.0,2021-11-20,@,NYK,L,99.0,106.0,,99.3,106.3,99.7,0.262,0.464,0.528,43.5,55.3,5.0,21.6,0.512,19.0,28.3,0.155,0.538,14.4,10.3,0.282,HOU,2022,reg
17.0,17.0,2021-11-22,@,BOS,L,90.0,108.0,,87.8,105.3,102.6,0.289,0.506,0.481,58.0,61.3,4.9,7.0,0.44,13.8,7.8,0.205,0.489,13.0,22.4,0.196,HOU,2022,reg
18.0,18.0,2021-11-24,,CHI,W,118.0,113.0,,111.3,106.6,106.0,0.262,0.429,0.63,46.5,64.3,4.7,9.8,0.601,19.0,17.9,0.202,0.536,12.1,17.0,0.104,HOU,2022,reg
19.0,19.0,2021-11-27,,CHO,W,146.0,143.0,OT,136.4,133.6,97.0,0.326,0.516,0.672,48.8,70.6,4.7,7.5,0.658,12.1,30.3,0.221,0.563,8.6,34.0,0.262,HOU,2022,reg
20.0,20.0,2021-11-29,,OKC,W,102.0,89.0,,97.3,84.9,104.8,0.115,0.479,0.506,42.9,77.5,6.7,11.4,0.495,12.2,18.0,0.073,0.397,11.7,7.3,0.23,HOU,2022,reg
21.0,21.0,2021-12-01,@,OKC,W,114.0,110.0,,117.0,112.9,97.4,0.278,0.468,0.643,46.7,62.5,9.2,22.6,0.601,17.6,24.2,0.241,0.518,11.7,23.8,0.259,HOU,2022,reg
22.0,22.0,2021-12-03,,ORL,W,118.0,116.0,,117.2,115.2,100.7,0.163,0.511,0.598,56.3,75.0,6.9,10.2,0.571,10.8,16.7,0.141,0.564,15.9,26.3,0.221,HOU,2022,reg
23.0,23.0,2021-12-05,,NOP,W,118.0,108.0,,131.4,120.3,89.8,0.367,0.506,0.643,55.6,61.5,3.3,5.4,0.601,13.2,28.2,0.291,0.479,7.1,43.1,0.191,HOU,2022,reg
24.0,24.0,2021-12-08,,BRK,W,114.0,104.0,,118.7,108.3,96.0,0.358,0.506,0.608,53.7,57.5,9.4,16.1,0.58,13.0,23.1,0.247,0.438,11.2,32.6,0.292,HOU,2022,reg
25.0,25.0,2021-12-10,,MIL,L,114.0,123.0,,115.7,124.8,98.5,0.225,0.517,0.583,54.5,71.4,9.1,9.1,0.579,14.1,25.5,0.124,0.596,13.4,31.7,0.289,HOU,2022,reg
26.0,26.0,2021-12-11,@,MEM,L,106.0,113.0,,113.1,120.6,93.7,0.377,0.429,0.59,48.7,65.8,5.3,11.8,0.565,15.1,29.3,0.247,0.569,10.3,24.3,0.275,HOU,2022,reg
27.0,27.0,2021-12-13,@,ATL,W,132.0,126.0,,129.6,123.8,101.8,0.281,0.479,0.612,47.1,58.7,7.9,10.9,0.578,9.3,27.3,0.219,0.582,10.8,19.5,0.318,HOU,2022,reg
28.0,28.0,2021-12-15,@,CLE,L,89.0,124.0,,90.9,126.7,97.9,0.449,0.372,0.476,51.8,66.7,13.3,2.5,0.417,15.4,22.2,0.308,0.675,15.8,22.5,0.2,HOU,2022,reg
29.0,29.0,2021-12-16,,NYK,L,103.0,116.0,,114.6,129.0,89.9,0.441,0.471,0.634,58.0,85.3,4.4,8.5,0.581,19.0,16.7,0.353,0.572,11.3,38.5,0.253,HOU,2022,reg
30.0,30.0,2021-12-18,@,DET,W,116.0,107.0,,112.4,103.6,103.2,0.183,0.409,0.577,47.2,58.7,14.5,8.8,0.57,15.9,32.5,0.108,0.516,17.3,30.6,0.118,HOU,2022,reg
31.0,31.0,2021-12-20,@,CHI,L,118.0,133.0,,125.2,141.1,94.3,0.308,0.423,0.666,49.3,61.4,4.2,7.5,0.641,13.7,21.9,0.231,0.625,7.5,24.3,0.261,HOU,2022,reg
32.0,32.0,2021-12-22,@,MIL,L,106.0,126.0,,105.7,125.6,100.3,0.36,0.523,0.532,48.0,63.9,0.0,12.3,0.494,13.1,27.7,0.244,0.519,5.9,26.4,0.184,HOU,2022,reg
33.0,33.0,2021-12-23,@,IND,L,106.0,118.0,,114.5,127.5,92.6,0.325,0.463,0.58,62.7,45.7,9.7,12.0,0.531,12.4,20.0,0.263,0.597,13.5,42.9,0.148,HOU,2022,reg
34.0,34.0,2021-12-27,@,CHO,L,99.0,123.0,,98.5,122.4,100.5,0.207,0.529,0.521,47.0,55.6,9.0,6.4,0.5,18.1,28.9,0.138,0.636,14.5,18.4,0.125,HOU,2022,reg
35.0,35.0,2021-12-28,,LAL,L,123.0,132.0,,121.9,130.9,100.9,0.301,0.422,0.654,61.5,54.5,9.9,12.1,0.627,13.0,10.5,0.229,0.598,10.3,35.0,0.239,HOU,2022,reg
36.0,36.0,2021-12-31,,MIA,L,110.0,120.0,,110.2,120.3,99.8,0.183,0.452,0.547,48.3,51.2,9.0,7.5,0.516,15.2,31.9,0.151,0.547,12.3,26.2,0.302,HOU,2022,reg
37.0,37.0,2022-01-01,,DEN,L,111.0,124.0,,112.4,125.6,98.7,0.282,0.494,0.581,56.1,54.1,10.1,7.4,0.529,15.9,28.3,0.247,0.593,15.5,36.1,0.256,HOU,2022,reg
38.0,38.0,2022-01-03,@,PHI,L,113.0,133.0,,110.4,129.9,102.4,0.371,0.494,0.546,56.3,67.6,5.9,7.1,0.5,9.6,20.8,0.27,0.609,11.9,27.9,0.167,HOU,2022,reg
39.0,39.0,2022-01-05,@,WAS,W,114.0,111.0,,106.9,104.1,106.6,0.376,0.306,0.575,46.1,37.5,9.4,3.8,0.524,17.5,23.8,0.294,0.495,12.8,19.1,0.231,HOU,2022,reg
40.0,40.0,2022-01-07,,DAL,L,106.0,130.0,,100.7,123.5,105.2,0.333,0.494,0.531,57.9,45.9,5.7,5.8,0.494,11.5,13.7,0.23,0.639,13.5,25.0,0.167,HOU,2022,reg
41.0,41.0,2022-01-09,,MIN,L,123.0,141.0,,112.9,129.4,109.0,0.289,0.443,0.563,55.4,67.4,4.6,9.1,0.546,10.6,20.8,0.175,0.579,8.6,34.0,0.148,HOU,2022,reg
42.0,42.0,2022-01-10,,PHI,L,91.0,111.0,,91.2,111.2,99.8,0.351,0.545,0.512,54.7,60.0,8.0,11.9,0.474,19.1,17.5,0.234,0.511,12.8,30.4,0.16,HOU,2022,reg
43.0,43.0,2022-01-12,@,SAS,W,128.0,124.0,,120.0,116.3,106.6,0.39,0.439,0.666,47.3,51.1,4.7,13.2,0.646,12.7,10.5,0.268,0.52,7.5,17.0,0.212,HOU,2022,reg
