Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,ORB%.1,FT/FGA.1,Team,Season,SeasonType
35.0,35.0,2022-12-30,,MIN,W,123.0,114.0,,116.1,107.6,105.9,0.355,0.419,0.572,34.6,58.1,4.7,12.9,0.538,16.3,40.8,0.247,0.478,7.0,12.7,0.283,MIL,2023,reg
36.0,36.0,2023-01-01,,WAS,L,95.0,118.0,,92.1,114.4,103.2,0.156,0.51,0.463,55.1,64.7,10.7,4.5,0.422,13.5,25.0,0.146,0.569,15.1,28.6,0.117,MIL,2023,reg
37.0,37.0,2023-01-03,,WAS,W,123.0,113.0,,123.0,113.0,100.0,0.17,0.4,0.572,48.4,56.3,8.0,8.6,0.535,10.0,31.9,0.16,0.474,8.5,29.2,0.216,MIL,2023,reg
38.0,38.0,2023-01-04,@,TOR,W,104.0,101.0,OT,90.8,88.1,103.8,0.341,0.443,0.514,39.2,74.3,3.5,5.7,0.472,21.7,28.3,0.239,0.366,6.7,18.9,0.138,MIL,2023,reg
39.0,39.0,2023-01-06,,CHO,L,109.0,138.0,,110.2,139.5,98.9,0.286,0.571,0.576,52.1,59.5,5.1,7.4,0.56,15.2,25.0,0.179,0.618,4.3,28.3,0.118,MIL,2023,reg
40.0,40.0,2023-01-09,@,NYK,W,111.0,107.0,,117.7,113.5,94.3,0.202,0.551,0.573,50.0,69.2,3.2,8.5,0.545,12.6,28.6,0.157,0.435,6.0,33.3,0.2,MIL,2023,reg
41.0,41.0,2023-01-11,@,ATL,W,114.0,105.0,,116.3,107.1,98.1,0.112,0.49,0.554,41.8,62.2,6.1,7.0,0.551,9.7,28.6,0.061,0.511,10.4,12.2,0.184,MIL,2023,reg
42.0,42.0,2023-01-12,@,MIA,L,102.0,108.0,,108.0,114.4,94.4,0.172,0.655,0.545,61.0,57.1,10.6,3.3,0.529,10.5,15.7,0.115,0.489,11.3,36.7,0.158,MIL,2023,reg
43.0,43.0,2023-01-14,@,MIA,L,95.0,111.0,,106.8,124.8,89.0,0.143,0.571,0.532,61.4,76.5,7.9,3.1,0.518,10.1,15.6,0.095,0.58,10.7,34.2,0.115,MIL,2023,reg
44.0,44.0,2023-01-16,,IND,W,132.0,119.0,,130.5,117.7,101.1,0.165,0.505,0.676,47.4,66.7,8.9,2.3,0.654,12.5,21.4,0.143,0.625,15.0,11.1,0.167,MIL,2023,reg
45.0,45.0,2023-01-17,,TOR,W,130.0,122.0,,130.6,122.6,99.5,0.244,0.453,0.682,54.3,52.2,5.0,7.6,0.645,11.2,16.7,0.221,0.52,7.4,35.7,0.168,MIL,2023,reg
46.0,46.0,2023-01-21,@,CLE,L,102.0,114.0,,107.6,120.3,94.8,0.128,0.453,0.561,53.2,61.5,3.2,9.4,0.535,15.0,17.9,0.116,0.599,8.8,23.7,0.128,MIL,2023,reg
47.0,47.0,2023-01-23,@,DET,W,150.0,130.0,,133.4,115.6,112.5,0.245,0.531,0.691,45.1,69.1,9.8,10.9,0.679,14.9,30.2,0.173,0.569,16.1,22.9,0.356,MIL,2023,reg
48.0,48.0,2023-01-25,,DEN,W,107.0,99.0,,101.5,93.9,105.4,0.359,0.385,0.592,51.0,43.2,10.4,11.1,0.558,20.3,16.3,0.256,0.448,15.4,26.3,0.124,MIL,2023,reg
49.0,49.0,2023-01-27,@,IND,W,141.0,131.0,,128.3,119.2,109.9,0.316,0.439,0.631,43.2,61.5,10.0,5.4,0.622,12.5,29.8,0.194,0.624,11.4,12.2,0.225,MIL,2023,reg
50.0,50.0,2023-01-29,,NOP,W,135.0,110.0,,129.9,105.8,103.9,0.208,0.448,0.644,40.0,50.9,6.7,6.8,0.641,10.3,28.6,0.125,0.511,10.5,15.1,0.161,MIL,2023,reg
51.0,51.0,2023-01-31,,CHO,W,124.0,115.0,,111.2,103.2,111.5,0.257,0.419,0.53,48.4,41.9,6.3,11.1,0.481,9.3,26.7,0.219,0.428,8.2,26.5,0.18,MIL,2023,reg
52.0,52.0,2023-02-02,,LAC,W,106.0,105.0,,105.1,104.1,100.9,0.3,0.411,0.52,48.0,41.0,2.0,0.0,0.483,8.9,16.7,0.211,0.479,6.3,16.7,0.147,MIL,2023,reg
53.0,53.0,2023-02-04,,MIA,W,123.0,115.0,,121.7,113.7,101.1,0.318,0.455,0.613,46.3,50.0,5.9,5.7,0.602,10.7,24.4,0.193,0.485,6.0,24.1,0.168,MIL,2023,reg
54.0,54.0,2023-02-06,@,POR,W,127.0,108.0,,119.2,101.4,106.5,0.241,0.483,0.66,33.7,57.4,3.8,3.6,0.632,14.3,20.6,0.195,0.456,8.0,2.0,0.275,MIL,2023,reg
55.0,55.0,2023-02-09,@,LAL,W,115.0,106.0,,117.8,108.5,97.7,0.182,0.475,0.538,45.7,53.3,5.1,9.9,0.515,9.3,33.3,0.131,0.511,10.9,23.9,0.169,MIL,2023,reg
56.0,56.0,2023-02-10,@,LAC,W,119.0,106.0,,122.5,109.2,97.1,0.178,0.433,0.613,41.7,62.2,8.2,7.7,0.594,10.2,22.0,0.133,0.559,9.9,7.0,0.129,MIL,2023,reg
57.0,57.0,2023-02-14,,BOS,W,131.0,125.0,OT,117.5,112.1,101.0,0.389,0.467,0.621,45.8,67.4,5.4,6.1,0.578,15.3,21.7,0.3,0.551,10.8,16.0,0.162,MIL,2023,reg
58.0,58.0,2023-02-16,@,CHI,W,112.0,100.0,,118.7,106.0,94.4,0.205,0.534,0.584,49.5,60.0,4.2,10.8,0.557,8.6,20.0,0.159,0.433,5.3,25.9,0.165,MIL,2023,reg
59.0,59.0,2023-02-24,,MIA,W,128.0,99.0,,123.0,95.1,104.1,0.194,0.469,0.602,44.1,57.4,5.8,1.9,0.577,10.1,21.7,0.153,0.44,8.8,16.1,0.196,MIL,2023,reg
60.0,60.0,2023-02-26,,PHO,W,104.0,101.0,,109.6,106.4,94.9,0.241,0.517,0.54,55.0,39.5,4.2,9.9,0.511,11.1,23.4,0.172,0.463,10.3,35.8,0.137,MIL,2023,reg
61.0,61.0,2023-02-28,@,BRK,W,118.0,104.0,,108.1,95.3,109.1,0.118,0.363,0.55,40.9,64.0,9.2,6.4,0.559,13.7,23.9,0.039,0.506,16.1,6.4,0.241,MIL,2023,reg
62.0,62.0,2023-03-01,,ORL,W,139.0,117.0,,134.5,113.2,103.4,0.202,0.596,0.679,52.1,59.2,3.9,1.6,0.66,7.2,17.4,0.16,0.505,10.9,24.0,0.234,MIL,2023,reg
63.0,63.0,2023-03-04,,PHI,L,130.0,133.0,,137.8,141.0,94.3,0.337,0.41,0.682,42.7,68.2,3.2,6.4,0.633,12.0,32.4,0.301,0.607,5.6,22.0,0.369,MIL,2023,reg
64.0,64.0,2023-03-05,@,WAS,W,117.0,111.0,,120.0,113.8,97.5,0.265,0.59,0.631,55.4,76.9,5.1,7.8,0.602,11.5,16.3,0.205,0.463,7.4,34.5,0.102,MIL,2023,reg
65.0,65.0,2023-03-07,@,ORL,W,134.0,123.0,,125.2,115.0,107.0,0.436,0.359,0.721,50.0,60.9,4.7,7.1,0.654,15.5,9.7,0.41,0.545,10.7,22.2,0.14,MIL,2023,reg
66.0,66.0,2023-03-09,,BRK,W,118.0,113.0,,113.7,108.8,103.8,0.135,0.481,0.536,43.5,75.0,7.7,17.6,0.514,12.7,38.5,0.106,0.462,11.2,26.8,0.163,MIL,2023,reg
67.0,67.0,2023-03-11,@,GSW,L,116.0,125.0,OT,103.9,111.9,101.1,0.11,0.51,0.553,57.5,65.1,8.1,12.3,0.535,14.0,13.0,0.09,0.513,11.4,30.5,0.089,MIL,2023,reg
68.0,68.0,2023-03-13,@,SAC,W,133.0,124.0,,130.6,121.7,101.9,0.256,0.384,0.695,51.1,58.0,2.0,7.4,0.669,12.0,14.3,0.209,0.543,7.5,28.3,0.106,MIL,2023,reg
69.0,69.0,2023-03-14,@,PHO,W,116.0,104.0,,115.8,103.8,100.2,0.435,0.459,0.573,47.1,60.0,8.0,8.3,0.541,11.4,28.3,0.282,0.474,9.7,19.5,0.147,MIL,2023,reg
70.0,70.0,2023-03-16,,IND,L,123.0,139.0,,119.2,134.7,103.2,0.292,0.36,0.612,48.8,55.3,4.8,7.8,0.59,10.7,20.9,0.202,0.67,8.8,18.6,0.093,MIL,2023,reg
71.0,71.0,2023-03-19,,TOR,W,118.0,111.0,,121.4,114.2,97.2,0.256,0.549,0.647,47.7,81.4,3.1,12.3,0.622,11.6,17.9,0.195,0.515,6.3,19.1,0.091,MIL,2023,reg
72.0,72.0,2023-03-22,,SAS,W,130.0,94.0,,116.7,84.4,111.4,0.245,0.439,0.599,46.0,47.1,9.0,7.4,0.597,12.1,20.8,0.133,0.435,15.7,15.4,0.14,MIL,2023,reg
73.0,73.0,2023-03-24,@,UTA,W,144.0,116.0,,134.6,108.4,107.0,0.162,0.505,0.679,50.5,76.4,5.6,17.2,0.667,10.9,22.5,0.121,0.438,8.5,32.8,0.24,MIL,2023,reg
74.0,74.0,2023-03-25,@,DEN,L,106.0,129.0,,102.6,124.9,103.3,0.239,0.409,0.545,54.5,66.7,6.8,3.8,0.494,9.3,8.9,0.216,0.612,10.6,16.3,0.225,MIL,2023,reg
75.0,75.0,2023-03-27,@,DET,W,126.0,117.0,,127.0,117.9,99.2,0.274,0.474,0.592,48.5,62.2,5.0,5.9,0.547,7.8,31.3,0.232,0.484,8.5,28.6,0.304,MIL,2023,reg
76.0,76.0,2023-03-29,@,IND,W,149.0,136.0,,138.5,126.4,107.6,0.323,0.269,0.702,35.8,48.3,4.6,7.0,0.677,15.2,42.4,0.247,0.594,6.7,20.8,0.158,MIL,2023,reg
77.0,77.0,2023-03-30,,BOS,L,99.0,140.0,,98.6,139.5,100.4,0.129,0.426,0.464,51.1,57.9,4.0,2.1,0.446,10.9,27.3,0.089,0.681,8.3,18.9,0.176,MIL,2023,reg
78.0,78.0,2023-04-02,,PHI,W,117.0,104.0,,127.4,113.3,91.8,0.263,0.35,0.656,46.2,60.9,8.7,9.8,0.638,11.9,21.9,0.188,0.529,10.6,23.9,0.138,MIL,2023,reg
79.0,79.0,2023-04-04,@,WAS,W,140.0,128.0,,129.0,117.9,108.6,0.315,0.457,0.668,42.9,66.0,5.5,9.7,0.668,14.7,26.7,0.185,0.571,7.7,17.0,0.152,MIL,2023,reg
80.0,80.0,2023-04-05,,CHI,W,105.0,92.0,,110.4,96.7,95.1,0.12,0.5,0.542,41.8,66.7,7.4,6.0,0.522,11.8,28.3,0.098,0.5,14.6,11.1,0.108,MIL,2023,reg
81.0,81.0,2023-04-07,,MEM,L,114.0,137.0,,113.6,136.6,100.3,0.12,0.533,0.589,53.7,71.4,5.0,5.9,0.571,16.4,25.0,0.098,0.677,10.8,28.9,0.118,MIL,2023,reg
82.0,82.0,2023-04-09,@,TOR,L,105.0,121.0,,105.9,122.1,99.1,0.256,0.415,0.575,54.2,73.7,5.0,3.2,0.537,13.3,15.6,0.207,0.563,8.1,18.4,0.147,MIL,2023,reg
1.0,1.0,2022-10-19,,OKC,W,115.0,108.0,,109.7,103.0,104.8,0.351,0.404,0.53,50.9,64.1,5.7,9.3,0.468,11.4,25.5,0.287,0.455,11.4,28.1,0.182,MIN,2023,reg
2.0,2.0,2022-10-21,,UTA,L,126.0,132.0,OT,112.7,118.1,101.3,0.215,0.308,0.538,47.4,40.8,4.5,11.5,0.509,14.6,37.5,0.159,0.532,9.8,32.8,0.126,MIN,2023,reg
3.0,3.0,2022-10-23,@,OKC,W,116.0,106.0,,115.5,105.5,100.4,0.25,0.386,0.594,43.8,52.2,9.0,5.7,0.58,13.3,27.9,0.159,0.484,9.6,20.8,0.16,MIN,2023,reg
4.0,4.0,2022-10-24,,SAS,L,106.0,115.0,,102.0,110.7,103.9,0.279,0.36,0.549,50.0,63.2,6.7,7.4,0.488,14.2,21.7,0.256,0.514,10.5,25.9,0.067,MIN,2023,reg
5.0,5.0,2022-10-26,,SAS,W,134.0,122.0,,130.4,118.7,102.7,0.2,0.425,0.77,57.7,71.2,8.8,10.2,0.775,16.3,0.0,0.125,0.537,13.3,31.8,0.211,MIN,2023,reg
6.0,6.0,2022-10-28,,LAL,W,111.0,102.0,,105.2,96.7,105.5,0.242,0.404,0.507,52.9,65.9,12.3,13.3,0.48,8.4,24.6,0.162,0.466,17.9,25.5,0.213,MIN,2023,reg
7.0,7.0,2022-10-30,@,SAS,L,98.0,107.0,,99.1,108.1,98.9,0.202,0.293,0.455,53.6,52.5,11.1,15.2,0.424,9.3,29.6,0.141,0.512,17.1,32.6,0.221,MIN,2023,reg
8.0,8.0,2022-11-01,@,PHO,L,107.0,116.0,,107.1,116.2,99.9,0.276,0.391,0.548,44.7,64.9,5.0,8.7,0.5,15.6,27.0,0.23,0.556,10.0,17.9,0.191,MIN,2023,reg
9.0,9.0,2022-11-04,,MIL,L,102.0,115.0,,99.0,111.6,103.0,0.185,0.446,0.513,52.0,56.4,1.9,8.5,0.484,13.9,18.5,0.141,0.582,11.8,15.9,0.188,MIN,2023,reg
10.0,10.0,2022-11-05,,HOU,W,129.0,117.0,,124.7,113.1,103.5,0.25,0.413,0.726,47.8,77.6,10.6,10.9,0.706,21.3,30.0,0.2,0.571,19.1,30.8,0.25,MIN,2023,reg
11.0,11.0,2022-11-07,,NYK,L,107.0,120.0,,101.5,113.8,105.4,0.296,0.506,0.584,52.4,73.7,6.6,19.5,0.537,16.4,10.5,0.247,0.545,16.0,20.5,0.258,MIN,2023,reg
12.0,12.0,2022-11-09,,PHO,L,117.0,129.0,,115.2,127.0,101.6,0.41,0.346,0.635,48.6,63.4,3.9,9.7,0.583,17.1,23.5,0.333,0.567,9.4,25.0,0.196,MIN,2023,reg
13.0,13.0,2022-11-11,@,MEM,L,103.0,114.0,,108.4,119.9,95.0,0.278,0.38,0.581,58.2,78.4,10.5,7.3,0.532,14.5,18.4,0.241,0.54,12.3,36.6,0.216,MIN,2023,reg
14.0,14.0,2022-11-13,@,CLE,W,129.0,124.0,,132.3,127.2,97.5,0.415,0.293,0.665,46.0,65.2,5.1,7.3,0.634,11.8,31.4,0.305,0.545,8.6,30.8,0.303,MIN,2023,reg
15.0,15.0,2022-11-16,@,ORL,W,126.0,108.0,,124.3,106.5,101.4,0.318,0.409,0.628,54.0,60.9,14.8,10.3,0.591,9.9,18.6,0.25,0.5,13.7,27.3,0.161,MIN,2023,reg
16.0,16.0,2022-11-19,@,PHI,W,112.0,109.0,,108.0,105.1,103.7,0.282,0.424,0.586,47.6,70.0,8.7,5.1,0.541,17.3,18.6,0.235,0.577,20.5,10.3,0.38,MIN,2023,reg
17.0,17.0,2022-11-21,,MIA,W,105.0,101.0,,102.5,98.6,102.5,0.235,0.553,0.56,53.5,81.1,8.8,11.5,0.518,16.1,15.0,0.2,0.45,12.7,26.1,0.222,MIN,2023,reg
18.0,18.0,2022-11-23,@,IND,W,115.0,101.0,,116.7,102.5,98.5,0.221,0.286,0.681,37.5,66.0,9.1,19.2,0.662,21.4,32.0,0.169,0.469,11.2,23.6,0.115,MIN,2023,reg
19.0,19.0,2022-11-25,@,CHO,L,108.0,110.0,,102.7,104.6,105.1,0.188,0.427,0.52,55.0,58.5,6.7,14.1,0.474,13.3,21.6,0.177,0.494,14.9,30.6,0.247,MIN,2023,reg
20.0,20.0,2022-11-27,,GSW,L,114.0,137.0,,109.6,131.7,104.0,0.33,0.398,0.566,60.3,56.4,6.7,5.0,0.523,12.2,13.3,0.25,0.69,14.3,24.2,0.195,MIN,2023,reg
21.0,21.0,2022-11-28,@,WAS,L,127.0,142.0,,124.7,139.5,101.8,0.5,0.321,0.62,43.0,47.6,3.9,5.0,0.542,14.9,35.7,0.429,0.654,6.4,18.9,0.253,MIN,2023,reg
22.0,22.0,2022-11-30,,MEM,W,109.0,101.0,,106.1,98.3,102.7,0.213,0.438,0.56,67.0,63.4,12.7,18.0,0.528,11.8,11.4,0.169,0.477,21.2,45.5,0.207,MIN,2023,reg
23.0,23.0,2022-12-03,,OKC,L,128.0,135.0,,113.8,120.0,112.5,0.337,0.337,0.626,48.8,53.2,11.6,14.9,0.584,18.4,29.3,0.27,0.575,16.2,28.9,0.301,MIN,2023,reg
24.0,24.0,2022-12-07,,IND,W,121.0,115.0,,114.0,108.3,106.1,0.29,0.247,0.577,37.8,56.8,14.1,5.1,0.516,18.0,37.2,0.269,0.599,17.2,10.3,0.222,MIN,2023,reg
25.0,25.0,2022-12-09,@,UTA,W,118.0,108.0,,119.8,109.7,98.5,0.329,0.443,0.652,47.6,71.4,7.1,6.5,0.62,15.8,17.6,0.253,0.506,9.9,24.0,0.189,MIN,2023,reg
26.0,26.0,2022-12-10,@,POR,L,118.0,124.0,,119.2,125.2,99.0,0.289,0.277,0.631,61.6,48.9,11.1,8.2,0.602,12.2,10.5,0.217,0.596,14.4,31.4,0.301,MIN,2023,reg
27.0,27.0,2022-12-12,@,POR,L,112.0,133.0,,107.6,127.8,104.1,0.204,0.29,0.552,59.3,54.3,11.5,4.7,0.548,9.0,14.0,0.108,0.657,16.2,26.8,0.18,MIN,2023,reg
28.0,28.0,2022-12-14,@,LAC,L,88.0,99.0,,91.8,103.3,95.9,0.405,0.297,0.505,54.7,48.4,9.4,9.3,0.446,16.3,15.6,0.297,0.461,13.2,28.0,0.191,MIN,2023,reg
29.0,29.0,2022-12-16,@,OKC,W,112.0,110.0,,107.0,105.1,104.7,0.287,0.287,0.571,51.1,53.5,15.3,11.8,0.563,14.0,23.4,0.161,0.528,18.5,22.0,0.193,MIN,2023,reg
30.0,30.0,2022-12-18,,CHI,W,150.0,126.0,,147.2,123.6,101.9,0.184,0.494,0.798,43.5,66.7,4.9,10.0,0.787,12.1,14.3,0.149,0.614,10.0,14.6,0.205,MIN,2023,reg
31.0,31.0,2022-12-19,,DAL,W,116.0,106.0,,119.3,109.0,97.3,0.27,0.348,0.583,48.8,45.2,5.1,12.9,0.539,9.9,20.9,0.225,0.533,15.1,18.6,0.329,MIN,2023,reg
32.0,32.0,2022-12-21,,DAL,L,99.0,104.0,,107.9,113.3,91.8,0.118,0.353,0.554,50.0,54.8,7.6,11.1,0.541,12.7,20.0,0.082,0.54,13.0,18.4,0.307,MIN,2023,reg
33.0,33.0,2022-12-23,@,BOS,L,109.0,121.0,,108.1,120.0,100.8,0.165,0.352,0.558,54.1,56.8,3.0,14.8,0.538,14.8,25.0,0.121,0.505,9.7,37.0,0.2,MIN,2023,reg
34.0,34.0,2022-12-26,@,MIA,L,110.0,113.0,,111.5,114.5,98.7,0.177,0.43,0.646,47.6,72.1,4.1,5.7,0.639,20.5,22.9,0.114,0.525,8.7,26.5,0.059,MIN,2023,reg
35.0,35.0,2022-12-28,@,NOP,L,118.0,119.0,,115.7,116.7,102.0,0.386,0.349,0.608,55.1,42.9,5.9,13.8,0.566,10.2,12.8,0.289,0.549,13.1,23.1,0.37,MIN,2023,reg
36.0,36.0,2022-12-30,@,MIL,L,114.0,123.0,,107.6,116.1,105.9,0.37,0.326,0.533,65.4,45.0,9.4,9.3,0.478,7.0,12.7,0.283,0.538,16.3,40.8,0.247,MIN,2023,reg
37.0,37.0,2022-12-31,,DET,L,104.0,116.0,,105.9,118.2,98.2,0.313,0.41,0.551,57.1,47.2,6.1,8.1,0.494,13.7,19.6,0.265,0.539,12.1,33.3,0.225,MIN,2023,reg
38.0,38.0,2023-01-02,,DEN,W,124.0,111.0,,129.8,116.2,95.6,0.31,0.414,0.627,52.3,64.4,7.3,6.5,0.592,10.8,28.9,0.241,0.522,13.1,37.5,0.176,MIN,2023,reg
39.0,39.0,2023-01-04,,POR,W,113.0,106.0,,118.0,110.7,95.8,0.474,0.316,0.615,54.2,64.1,8.4,13.0,0.572,14.0,22.9,0.342,0.5,16.1,32.4,0.413,MIN,2023,reg
40.0,40.0,2023-01-06,,LAC,W,128.0,115.0,,127.1,114.2,100.7,0.358,0.432,0.683,47.1,60.9,4.0,9.3,0.648,17.6,31.3,0.284,0.485,8.2,34.0,0.18,MIN,2023,reg
41.0,41.0,2023-01-08,@,HOU,W,104.0,96.0,,104.9,96.9,99.1,0.275,0.35,0.58,48.2,60.5,8.1,7.5,0.538,17.5,23.7,0.225,0.489,17.3,25.5,0.101,MIN,2023,reg
42.0,42.0,2023-01-11,@,DET,L,118.0,135.0,,117.2,134.1,100.7,0.239,0.375,0.607,51.4,51.2,7.0,4.2,0.58,16.3,29.5,0.182,0.706,15.6,23.3,0.275,MIN,2023,reg
43.0,43.0,2023-01-13,,PHO,W,121.0,116.0,,113.9,109.2,106.2,0.222,0.311,0.612,53.8,51.1,12.2,4.8,0.578,13.2,10.5,0.189,0.558,16.4,21.4,0.233,MIN,2023,reg
44.0,44.0,2023-01-14,,CLE,W,110.0,102.0,,115.5,107.1,95.3,0.188,0.35,0.635,56.3,48.9,10.5,10.4,0.619,14.8,11.1,0.138,0.539,17.3,22.9,0.263,MIN,2023,reg
45.0,45.0,2023-01-16,,UTA,L,125.0,126.0,,128.7,129.7,97.2,0.178,0.406,0.574,54.9,60.9,9.3,12.0,0.545,5.2,30.8,0.149,0.613,15.7,35.9,0.274,MIN,2023,reg
46.0,46.0,2023-01-18,@,DEN,L,118.0,122.0,,117.3,121.3,100.6,0.346,0.395,0.632,48.6,61.9,6.0,15.6,0.593,16.9,31.6,0.272,0.576,13.9,25.0,0.282,MIN,2023,reg
47.0,47.0,2023-01-19,,TOR,W,128.0,126.0,,123.3,121.4,103.8,0.258,0.449,0.646,50.7,68.9,11.6,8.5,0.601,13.1,21.1,0.236,0.609,13.9,21.6,0.23,MIN,2023,reg
48.0,48.0,2023-01-21,,HOU,W,113.0,104.0,,112.5,103.6,100.4,0.289,0.494,0.604,65.1,52.6,11.9,16.4,0.56,11.4,6.8,0.241,0.538,19.7,35.7,0.241,MIN,2023,reg
49.0,49.0,2023-01-23,@,HOU,L,114.0,119.0,,106.4,111.0,107.2,0.242,0.462,0.566,53.4,46.3,7.5,12.1,0.538,15.9,25.5,0.176,0.563,18.5,29.3,0.227,MIN,2023,reg
50.0,50.0,2023-01-25,@,NOP,W,111.0,102.0,,113.5,104.3,97.8,0.341,0.354,0.588,53.8,57.5,8.2,10.6,0.555,8.7,10.5,0.244,0.506,13.7,20.0,0.188,MIN,2023,reg
51.0,51.0,2023-01-27,,MEM,W,111.0,100.0,,107.5,96.9,103.2,0.174,0.407,0.599,51.1,70.5,11.6,10.0,0.587,17.8,22.0,0.116,0.452,17.2,29.4,0.172,MIN,2023,reg
52.0,52.0,2023-01-28,,SAC,W,117.0,110.0,,121.5,114.2,96.3,0.263,0.463,0.656,45.0,59.5,5.2,4.1,0.631,18.3,25.7,0.2,0.506,8.4,22.2,0.329,MIN,2023,reg
53.0,53.0,2023-01-30,,SAC,L,111.0,118.0,OT,100.8,107.2,99.7,0.272,0.424,0.539,50.5,60.5,6.4,4.3,0.533,14.9,16.7,0.141,0.52,9.9,19.6,0.152,MIN,2023,reg
54.0,54.0,2023-02-01,,GSW,W,119.0,114.0,OT,104.6,100.2,103.0,0.226,0.472,0.51,52.3,56.5,4.4,12.5,0.5,8.6,16.9,0.123,0.478,13.8,17.3,0.297,MIN,2023,reg
55.0,55.0,2023-02-03,,ORL,L,120.0,127.0,,115.7,122.4,103.7,0.322,0.506,0.604,50.6,52.5,6.7,11.3,0.552,16.8,29.3,0.276,0.6,14.3,31.0,0.294,MIN,2023,reg
56.0,56.0,2023-02-05,,DEN,W,128.0,98.0,,124.1,95.0,103.2,0.345,0.31,0.639,52.1,68.8,6.8,6.5,0.609,9.9,12.8,0.253,0.521,20.6,9.4,0.338,MIN,2023,reg
57.0,57.0,2023-02-07,@,DEN,L,112.0,146.0,,106.6,138.9,105.1,0.306,0.412,0.581,55.0,60.0,5.7,10.6,0.529,15.0,17.4,0.259,0.694,9.7,17.6,0.183,MIN,2023,reg
58.0,58.0,2023-02-08,@,UTA,W,143.0,118.0,,142.3,117.4,100.5,0.082,0.439,0.704,51.5,62.5,6.0,8.5,0.689,9.8,21.6,0.082,0.476,6.5,35.0,0.171,MIN,2023,reg
59.0,59.0,2023-02-10,@,MEM,L,107.0,128.0,,103.3,123.6,103.6,0.136,0.42,0.574,55.7,61.0,6.8,6.8,0.551,16.2,16.7,0.114,0.643,16.5,24.3,0.238,MIN,2023,reg
60.0,60.0,2023-02-13,@,DAL,W,124.0,121.0,,130.1,127.0,95.3,0.313,0.349,0.657,45.8,58.3,8.4,4.4,0.633,11.3,29.4,0.229,0.589,10.2,23.7,0.262,MIN,2023,reg
61.0,61.0,2023-02-16,,WAS,L,106.0,114.0,,102.6,110.3,103.3,0.232,0.305,0.506,48.0,53.8,7.7,8.3,0.453,14.7,30.8,0.211,0.526,13.5,26.0,0.147,MIN,2023,reg
62.0,62.0,2023-02-24,,CHO,L,113.0,121.0,,107.4,115.0,105.2,0.172,0.355,0.565,53.6,54.3,5.7,17.2,0.554,13.8,14.6,0.108,0.522,9.5,22.4,0.272,MIN,2023,reg
63.0,63.0,2023-02-26,@,GSW,L,104.0,109.0,,102.5,107.4,101.5,0.233,0.5,0.524,56.6,68.4,10.8,16.3,0.517,13.9,20.0,0.122,0.511,15.2,32.7,0.176,MIN,2023,reg
64.0,64.0,2023-02-28,@,LAC,W,108.0,101.0,,101.1,94.6,106.8,0.244,0.289,0.542,48.9,51.2,13.1,14.5,0.528,16.0,22.2,0.144,0.488,21.2,20.0,0.241,MIN,2023,reg
65.0,65.0,2023-03-03,@,LAL,W,110.0,102.0,,112.4,104.3,97.8,0.18,0.382,0.573,47.1,69.0,10.2,10.7,0.551,12.7,25.0,0.135,0.471,13.3,23.4,0.23,MIN,2023,reg
66.0,66.0,2023-03-04,@,SAC,W,138.0,134.0,,141.6,137.5,97.4,0.388,0.488,0.737,49.4,64.6,4.1,9.7,0.725,11.4,17.6,0.275,0.629,5.5,24.4,0.247,MIN,2023,reg
67.0,67.0,2023-03-07,,PHI,L,94.0,117.0,,96.2,119.7,97.7,0.244,0.419,0.493,61.4,55.9,9.2,12.5,0.459,10.4,11.5,0.174,0.586,14.9,22.2,0.272,MIN,2023,reg
68.0,68.0,2023-03-10,,BRK,L,123.0,124.0,OT,113.9,114.8,97.8,0.296,0.306,0.555,50.5,60.4,9.3,10.5,0.536,11.2,25.0,0.184,0.549,12.4,25.5,0.264,MIN,2023,reg
69.0,69.0,2023-03-13,@,ATL,W,136.0,115.0,,127.9,108.2,106.3,0.25,0.304,0.666,58.0,72.2,11.3,13.3,0.652,11.3,13.2,0.174,0.474,12.8,36.0,0.237,MIN,2023,reg
70.0,70.0,2023-03-15,,BOS,L,102.0,104.0,,105.0,107.0,97.2,0.262,0.429,0.544,48.9,73.0,3.1,4.5,0.512,12.2,18.2,0.19,0.476,10.2,17.4,0.286,MIN,2023,reg
71.0,71.0,2023-03-17,@,CHI,L,131.0,139.0,2OT,116.4,123.5,93.2,0.31,0.42,0.576,48.5,71.7,5.3,11.4,0.55,12.3,25.5,0.21,0.601,10.1,14.3,0.277,MIN,2023,reg
72.0,72.0,2023-03-18,@,TOR,L,107.0,122.0,,104.3,119.0,102.6,0.329,0.271,0.55,51.7,69.2,4.9,3.2,0.488,13.4,20.0,0.282,0.583,13.1,21.4,0.189,MIN,2023,reg
73.0,73.0,2023-03-20,@,NYK,W,140.0,134.0,,134.1,128.4,104.4,0.386,0.289,0.721,50.0,66.7,8.6,7.0,0.699,13.4,20.6,0.289,0.647,14.9,20.6,0.282,MIN,2023,reg
