Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Team,Season,SeasonType
15,Jeff Dowtin,25,PG,25,0,10.4,1.0,2.3,0.439,0.2,0.6,0.313,0.8,1.6,0.488,0.482,0.2,0.4,0.667,0.2,0.7,0.9,1.2,0.4,0.1,0.2,0.5,2.4,,TOR,2023,reg
16,Dalano Banton,23,PG,31,2,9.0,1.8,4.2,0.423,0.5,1.6,0.294,1.3,2.5,0.506,0.481,0.5,0.8,0.708,0.4,1.1,1.5,1.2,0.4,0.4,0.6,1.1,4.6,,TOR,2023,reg
17,Khem Birch,30,C,20,0,8.1,1.0,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,,TOR,2023,reg
18,Joe Wieskamp,23,SF,9,0,5.6,0.3,1.6,0.214,0.3,1.3,0.25,0.0,0.2,0.0,0.321,0.0,0.0,,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.3,1.0,,TOR,2023,reg
19,Ron Harper Jr.,22,PF,9,0,5.3,0.9,1.8,0.5,0.3,1.0,0.333,0.6,0.8,0.714,0.594,0.1,0.1,1.0,0.3,0.4,0.8,0.4,0.0,0.1,0.0,0.3,2.2,,TOR,2023,reg
20,Justin Champagnie,21,SF,3,0,3.7,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,2.0,,TOR,2023,reg
1,Lauri Markkanen,25,PF,66,66,34.4,8.7,17.3,0.499,3.0,7.7,0.391,5.6,9.6,0.585,0.586,5.3,6.0,0.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,"MIP-1,AS",UTA,2023,reg
2,Jordan Clarkson,30,SG,61,61,32.6,7.5,16.9,0.444,2.5,7.5,0.338,5.0,9.4,0.53,0.519,3.3,4.0,0.816,1.2,2.9,4.0,4.4,0.5,0.2,3.0,2.0,20.8,,UTA,2023,reg
3,Mike Conley,35,PG,43,42,29.7,3.6,8.7,0.408,1.8,5.0,0.362,1.8,3.8,0.469,0.511,1.8,2.2,0.813,0.4,2.1,2.5,7.7,1.0,0.2,1.7,2.2,10.7,,UTA,2023,reg
4,Kelly Olynyk,31,C,68,68,28.6,4.1,8.2,0.499,1.4,3.5,0.394,2.7,4.7,0.576,0.583,2.9,3.4,0.853,1.2,5.0,6.2,3.7,0.9,0.5,2.5,3.4,12.5,,UTA,2023,reg
5,Malik Beasley,26,SG,55,13,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4,,UTA,2023,reg
6,Kris Dunn,28,PG,22,3,25.8,5.3,9.8,0.537,0.8,1.6,0.472,4.5,8.2,0.55,0.576,1.9,2.4,0.774,0.4,4.1,4.5,5.6,1.1,0.5,1.6,2.6,13.2,,UTA,2023,reg
7,Jarred Vanderbilt,23,PF,52,41,24.1,3.3,6.0,0.556,0.4,1.1,0.333,3.0,4.9,0.606,0.587,1.3,2.0,0.657,2.3,5.5,7.9,2.7,1.0,0.3,1.3,2.6,8.3,,UTA,2023,reg
8,Collin Sexton,24,PG,48,15,23.9,4.9,9.8,0.506,1.0,2.5,0.393,3.9,7.2,0.546,0.558,3.4,4.1,0.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3,,UTA,2023,reg
9,Luka Å amaniÄ,23,PF,7,4,23.0,3.7,8.1,0.456,1.1,4.4,0.258,2.6,3.7,0.692,0.526,1.3,1.9,0.692,0.0,4.3,4.3,2.1,0.9,0.3,1.4,2.4,9.9,,UTA,2023,reg
10,Walker Kessler,21,C,74,40,23.0,4.0,5.6,0.72,0.0,0.0,0.333,4.0,5.6,0.723,0.721,1.1,2.1,0.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3,9.2,ROY-3,UTA,2023,reg
11,Ochai Agbaji,22,SG,59,22,20.5,2.8,6.5,0.427,1.4,3.9,0.355,1.4,2.7,0.532,0.532,0.9,1.2,0.812,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9,,UTA,2023,reg
12,Talen Horton-Tucker,22,SG,65,20,20.2,4.0,9.4,0.419,0.9,3.1,0.286,3.1,6.3,0.485,0.467,1.9,2.6,0.75,0.6,2.6,3.2,3.8,0.6,0.4,1.9,1.7,10.7,,UTA,2023,reg
13,Damian Jones,27,C,19,0,15.8,1.8,2.6,0.714,0.5,0.7,0.714,1.3,1.8,0.714,0.816,0.4,0.5,0.778,1.3,2.3,3.5,0.6,0.3,0.5,0.7,2.0,4.6,,UTA,2023,reg
14,Juan Toscano-Anderson,29,SF,22,2,15.2,1.4,3.5,0.403,0.2,1.0,0.174,1.2,2.5,0.5,0.429,0.4,0.4,0.889,0.6,2.2,2.9,1.8,0.3,0.1,0.8,1.5,3.4,,UTA,2023,reg
15,Simone Fontecchio,27,SF,52,6,14.7,2.2,6.0,0.369,1.2,3.7,0.33,1.0,2.3,0.43,0.47,0.7,0.8,0.795,0.6,1.1,1.7,0.8,0.3,0.2,0.8,1.2,6.3,,UTA,2023,reg
16,Nickeil Alexander-Walker,24,SG,36,3,14.7,2.3,4.7,0.488,1.0,2.4,0.402,1.3,2.3,0.578,0.591,0.8,1.1,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,1.6,6.3,,UTA,2023,reg
17,Rudy Gay,36,PF,56,0,14.6,1.9,5.1,0.38,0.6,2.3,0.254,1.4,2.8,0.484,0.437,0.8,0.9,0.857,0.6,2.3,2.9,1.0,0.3,0.3,0.7,1.2,5.2,,UTA,2023,reg
18,Johnny Juzang,21,SG,18,0,12.9,1.9,5.8,0.337,0.8,3.5,0.238,1.1,2.3,0.488,0.409,0.1,0.2,0.5,0.4,1.7,2.2,0.4,0.2,0.2,0.2,0.7,4.8,,UTA,2023,reg
19,Udoka Azubuike,23,C,36,4,10.0,1.6,2.0,0.819,0.0,0.0,,1.6,2.0,0.819,0.819,0.2,0.6,0.35,0.9,2.4,3.3,0.3,0.2,0.4,0.5,0.9,3.5,,UTA,2023,reg
20,Jarrell Brantley,26,PF,4,0,9.8,2.0,3.5,0.571,1.0,2.3,0.444,1.0,1.3,0.8,0.714,0.5,0.5,1.0,0.3,1.3,1.5,0.8,0.0,0.5,0.5,0.8,5.5,,UTA,2023,reg
21,Micah Potter,24,PF,7,0,7.4,1.4,2.1,0.667,0.6,1.0,0.571,0.9,1.1,0.75,0.8,0.0,0.0,,0.4,1.9,2.3,0.6,0.1,0.0,0.3,0.7,3.4,,UTA,2023,reg
22,Frank Jackson,24,PG,1,0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,UTA,2023,reg
23,Leandro Bolmaro,22,SF,14,0,4.9,0.2,1.4,0.15,0.0,0.3,0.0,0.2,1.1,0.188,0.15,0.0,0.0,,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4,,UTA,2023,reg
1,Kyle Kuzma,27,PF,64,64,35.0,8.0,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,0.518,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3,21.2,,WAS,2023,reg
2,Bradley Beal,29,SG,50,50,33.5,8.9,17.6,0.506,1.6,4.4,0.365,7.3,13.2,0.552,0.551,3.8,4.6,0.842,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2,,WAS,2023,reg
3,Kristaps PorziÅÄ£is,27,C,65,65,32.6,7.8,15.7,0.498,2.1,5.5,0.385,5.7,10.2,0.559,0.565,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3.0,23.2,,WAS,2023,reg
4,Corey Kispert,23,SF,74,45,28.3,3.9,7.9,0.497,2.2,5.2,0.424,1.7,2.7,0.637,0.637,1.0,1.2,0.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,1.3,11.1,,WAS,2023,reg
5,Monte Morris,27,PG,62,61,27.3,4.0,8.3,0.48,1.3,3.3,0.382,2.7,5.0,0.543,0.555,1.0,1.2,0.831,0.4,3.0,3.4,5.3,0.7,0.2,1.0,1.2,10.3,,WAS,2023,reg
6,Deni Avdija,22,SF,76,40,26.6,3.3,7.6,0.437,0.9,3.1,0.297,2.4,4.6,0.53,0.497,1.6,2.2,0.739,1.0,5.4,6.4,2.8,0.9,0.4,1.6,2.8,9.2,,WAS,2023,reg
7,Delon Wright,30,PG,50,14,24.4,2.8,5.8,0.474,0.8,2.4,0.345,1.9,3.4,0.564,0.545,1.0,1.2,0.867,1.2,2.4,3.6,3.9,1.8,0.3,0.9,1.2,7.4,,WAS,2023,reg
8,Rui Hachimura,24,PF,30,0,24.3,5.3,10.8,0.488,1.0,3.0,0.337,4.3,7.8,0.545,0.534,1.5,1.9,0.759,0.6,3.6,4.3,1.2,0.4,0.4,1.2,1.3,13.0,,WAS,2023,reg
9,Daniel Gafford,24,C,78,47,20.6,3.7,5.1,0.732,0.0,0.0,,3.7,5.1,0.732,0.732,1.6,2.4,0.679,2.1,3.5,5.6,1.1,0.4,1.3,1.1,2.4,9.0,,WAS,2023,reg
10,Will Barton,32,SG,40,0,19.6,2.8,7.1,0.386,1.3,3.5,0.377,1.5,3.7,0.395,0.477,0.9,1.1,0.778,0.3,2.5,2.8,2.4,0.4,0.3,1.1,1.0,7.7,,WAS,2023,reg
11,Jordan Goodwin,24,PG,62,7,17.8,2.5,5.7,0.448,0.6,1.9,0.322,1.9,3.8,0.511,0.501,0.9,1.1,0.768,0.9,2.4,3.3,2.7,0.9,0.4,0.9,1.5,6.6,,WAS,2023,reg
12,Johnny Davis,20,SG,28,5,15.1,2.4,6.1,0.386,0.6,2.5,0.243,1.8,3.6,0.485,0.436,0.5,1.0,0.519,0.4,2.0,2.3,1.0,0.4,0.3,0.6,1.7,5.8,,WAS,2023,reg
13,Quenton Jackson,24,PG,9,0,15.0,2.1,4.7,0.452,0.1,1.3,0.083,2.0,3.3,0.6,0.464,1.9,2.4,0.773,0.2,0.7,0.9,1.7,0.4,0.1,0.4,1.1,6.2,,WAS,2023,reg
14,Kendrick Nunn,27,SG,31,0,14.1,2.9,6.4,0.447,1.2,3.1,0.392,1.6,3.3,0.5,0.543,0.6,0.6,0.9,0.3,1.4,1.7,1.8,0.5,0.1,1.1,1.0,7.5,,WAS,2023,reg
15,Jay Huff,24,C,7,0,13.6,2.1,3.6,0.6,0.9,1.7,0.5,1.3,1.9,0.692,0.72,2.1,2.3,0.938,0.9,2.1,3.0,1.4,0.4,0.6,0.7,2.1,7.3,,WAS,2023,reg
16,Xavier Cooks,27,PF,10,1,12.6,1.7,2.8,0.607,0.0,0.1,0.0,1.7,2.7,0.63,0.607,0.4,1.0,0.4,1.6,2.2,3.8,0.6,0.6,0.4,0.8,1.3,3.8,,WAS,2023,reg
17,Anthony Gill,30,PF,59,8,10.6,1.2,2.2,0.538,0.1,0.5,0.138,1.1,1.7,0.65,0.553,0.8,1.1,0.731,0.6,1.1,1.7,0.6,0.1,0.2,0.3,1.2,3.3,,WAS,2023,reg
18,Isaiah Todd,21,PF,6,1,10.2,0.5,3.2,0.158,0.2,1.7,0.1,0.3,1.5,0.222,0.184,0.3,0.3,1.0,0.3,1.7,2.0,0.7,0.2,0.0,0.3,0.7,1.5,,WAS,2023,reg
19,Taj Gibson,37,C,49,2,9.8,1.3,2.6,0.52,0.2,0.5,0.333,1.2,2.1,0.564,0.552,0.6,0.9,0.714,0.7,1.2,1.9,0.7,0.3,0.2,0.5,1.7,3.4,,WAS,2023,reg
20,Devon Dotson,23,PG,6,0,8.8,0.2,1.7,0.1,0.2,0.7,0.25,0.0,1.0,0.0,0.15,0.0,0.0,,1.0,0.7,1.7,1.3,0.8,0.0,0.5,1.5,0.5,,WAS,2023,reg
21,Jamaree Bouyea,23,PG,1,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,WAS,2023,reg
22,Jordan Schakel,24,SF,2,0,3.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,,WAS,2023,reg
23,Vernon Carey Jr.,21,C,11,0,2.5,0.2,0.7,0.25,0.0,0.0,,0.2,0.7,0.25,0.25,0.2,0.2,1.0,0.3,0.7,1.0,0.3,0.2,0.2,0.2,0.5,0.5,,WAS,2023,reg
1,Trae Young,24,PG,6,6,38.3,10.0,24.8,0.403,3.0,9.0,0.333,7.0,15.8,0.442,0.463,6.2,7.2,0.86,0.8,2.8,3.7,10.2,1.7,0.7,4.0,1.8,29.2,,ATL,2023,post
2,Dejounte Murray,26,SG,5,5,38.0,9.2,20.6,0.447,2.8,7.4,0.378,6.4,13.2,0.485,0.515,1.8,1.8,1.0,1.8,5.4,7.2,6.8,2.0,0.2,2.0,1.4,23.0,,ATL,2023,post
3,De'Andre Hunter,25,SF,6,6,37.3,6.5,14.2,0.459,2.3,6.3,0.368,4.2,7.8,0.532,0.541,1.3,1.7,0.8,1.2,4.5,5.7,1.2,0.7,0.3,1.5,3.3,16.7,,ATL,2023,post
4,John Collins,25,PF,6,6,27.3,4.3,10.0,0.433,1.8,5.3,0.344,2.5,4.7,0.536,0.525,0.8,1.0,0.833,1.2,3.2,4.3,0.8,0.3,1.0,1.5,2.2,11.3,,ATL,2023,post
5,Bogdan BogdanoviÄ,30,SG,6,1,26.2,5.0,9.0,0.556,2.5,5.5,0.455,2.5,3.5,0.714,0.694,0.8,1.2,0.714,0.3,2.7,3.0,2.5,1.0,0.8,0.5,2.7,13.3,,ATL,2023,post
6,Clint Capela,28,C,6,6,25.2,3.8,6.3,0.605,0.0,0.0,,3.8,6.3,0.605,0.605,0.7,1.0,0.667,2.5,5.8,8.3,0.5,1.0,0.5,0.7,0.8,8.3,,ATL,2023,post
7,Saddiq Bey,23,SF,6,0,22.2,2.5,6.7,0.375,1.2,3.0,0.389,1.3,3.7,0.364,0.463,1.3,1.5,0.889,1.2,2.8,4.0,1.0,0.5,0.0,0.3,0.5,7.5,,ATL,2023,post
8,Onyeka Okongwu,22,C,6,0,21.8,2.5,4.2,0.6,0.2,0.2,1.0,2.3,4.0,0.583,0.62,0.8,1.7,0.5,3.2,3.2,6.3,1.2,0.3,1.3,1.2,3.0,6.0,,ATL,2023,post
9,Jalen Johnson,21,SF,6,0,9.3,1.7,4.0,0.417,0.7,1.8,0.364,1.0,2.2,0.462,0.5,0.3,0.3,1.0,0.3,2.2,2.5,1.3,0.5,0.0,0.8,0.8,4.3,,ATL,2023,post
10,Aaron Holiday,26,PG,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,ATL,2023,post
1,Jayson Tatum,24,SF,20,20,40.0,9.3,20.2,0.458,2.7,8.2,0.323,6.6,12.0,0.55,0.524,6.0,6.9,0.876,1.3,9.2,10.5,5.3,1.1,1.1,2.8,2.2,27.2,,BOS,2023,post
2,Jaylen Brown,26,SF,20,20,37.6,9.1,18.3,0.496,2.0,5.7,0.354,7.1,12.6,0.56,0.551,2.6,3.7,0.689,1.3,4.4,5.6,3.4,1.1,0.4,3.3,3.1,22.7,,BOS,2023,post
3,Marcus Smart,28,PG,20,20,34.0,5.1,11.2,0.453,2.2,6.1,0.361,2.9,5.1,0.564,0.552,2.6,3.3,0.8,1.1,3.0,4.0,5.1,1.3,0.3,2.3,1.9,14.9,,BOS,2023,post
4,Al Horford,36,C,20,20,30.9,2.6,6.6,0.386,1.4,4.7,0.298,1.2,1.9,0.605,0.492,0.2,0.2,0.75,1.5,5.7,7.2,3.0,1.1,1.7,0.6,2.4,6.7,,BOS,2023,post
5,Derrick White,28,SG,20,16,29.7,4.7,9.2,0.505,2.5,5.5,0.455,2.2,3.7,0.581,0.641,1.6,1.7,0.912,0.7,2.3,3.0,2.1,0.6,1.0,0.9,1.9,13.4,,BOS,2023,post
6,Malcolm Brogdon,30,PG,19,0,24.9,4.3,10.3,0.418,1.7,4.6,0.379,2.6,5.7,0.45,0.503,1.5,1.8,0.829,0.7,2.8,3.5,2.9,0.2,0.3,1.0,1.5,11.9,,BOS,2023,post
7,Robert Williams,25,C,20,4,20.9,3.4,4.3,0.788,0.0,0.1,0.0,3.4,4.2,0.798,0.788,1.0,1.4,0.679,1.8,4.2,6.0,1.0,0.5,1.3,0.8,2.2,7.7,,BOS,2023,post
8,Grant Williams,24,PF,15,0,17.7,1.7,3.5,0.472,1.2,2.7,0.45,0.5,0.9,0.538,0.642,0.5,0.7,0.8,0.7,1.5,2.2,1.2,0.3,0.4,0.3,1.7,5.1,,BOS,2023,post
9,Sam Hauser,25,SF,15,0,6.9,0.7,1.9,0.345,0.5,1.6,0.333,0.1,0.3,0.4,0.483,0.1,0.1,1.0,0.3,0.8,1.1,0.3,0.1,0.1,0.0,0.5,2.0,,BOS,2023,post
10,Blake Griffin,33,C,1,0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,BOS,2023,post
11,Payton Pritchard,25,PG,10,0,5.7,1.2,2.2,0.545,0.4,1.0,0.4,0.8,1.2,0.667,0.636,0.4,0.5,0.8,0.0,0.6,0.6,1.1,0.1,0.0,0.5,0.3,3.2,,BOS,2023,post
12,Luke Kornet,27,C,8,0,4.0,0.9,1.0,0.875,0.1,0.1,1.0,0.8,0.9,0.857,0.938,0.3,0.3,1.0,0.6,0.6,1.3,0.0,0.0,0.1,0.0,0.3,2.1,,BOS,2023,post
13,Mike Muscala,31,C,6,0,3.5,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,,0.75,0.5,0.7,0.75,0.5,0.2,0.7,0.2,0.0,0.0,0.2,0.2,1.5,,BOS,2023,post
14,Justin Champagnie,21,SF,4,0,2.5,0.3,1.0,0.25,0.0,0.8,0.0,0.3,0.3,1.0,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,,BOS,2023,post
1,Spencer Dinwiddie,29,PG,4,4,39.8,5.5,12.8,0.431,1.8,4.5,0.389,3.8,8.3,0.455,0.5,3.8,5.5,0.682,0.3,3.0,3.3,6.5,1.3,0.3,3.0,1.8,16.5,,BRK,2023,post
2,Mikal Bridges,26,SG,4,4,39.3,8.3,19.3,0.429,2.5,6.3,0.4,5.8,13.0,0.442,0.494,4.5,5.8,0.783,0.5,4.8,5.3,4.0,0.5,0.5,2.0,1.3,23.5,,BRK,2023,post
3,Cameron Johnson,26,PF,4,4,38.0,7.0,13.8,0.509,3.0,7.0,0.429,4.0,6.8,0.593,0.618,1.5,1.8,0.857,0.8,5.0,5.8,2.8,0.8,0.3,1.3,2.5,18.5,,BRK,2023,post
4,Royce O'Neale,29,SF,4,0,29.5,1.8,7.3,0.241,1.0,5.5,0.182,0.8,1.8,0.429,0.31,0.5,0.5,1.0,1.0,3.3,4.3,3.5,1.3,0.3,1.0,2.8,5.0,,BRK,2023,post
5,Nic Claxton,23,C,4,4,29.3,4.5,6.3,0.72,0.0,0.0,,4.5,6.3,0.72,0.72,1.5,2.5,0.6,1.3,6.8,8.0,1.5,0.3,1.8,0.8,2.0,10.5,,BRK,2023,post
6,Dorian Finney-Smith,29,PF,4,4,25.3,2.3,5.8,0.391,1.8,4.3,0.412,0.5,1.5,0.333,0.543,0.0,0.0,,1.5,3.0,4.5,0.8,0.8,0.5,1.3,1.8,6.3,,BRK,2023,post
7,Seth Curry,32,SG,3,0,19.3,3.3,6.3,0.526,1.0,3.0,0.333,2.3,3.3,0.7,0.605,0.7,1.0,0.667,0.0,1.0,1.0,2.0,0.0,0.0,0.3,0.7,8.3,,BRK,2023,post
8,Joe Harris,31,SF,4,0,11.0,0.5,3.3,0.154,0.3,3.0,0.083,0.3,0.3,1.0,0.192,0.5,0.5,1.0,0.0,1.3,1.3,0.0,0.5,0.0,0.8,1.3,1.8,,BRK,2023,post
9,Day'Ron Sharpe,21,C,2,0,10.0,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,1.0,1.0,1.0,1.0,2.0,3.0,2.5,0.0,0.5,1.0,1.5,3.0,,BRK,2023,post
10,Cam Thomas,21,SG,2,0,8.0,1.5,3.5,0.429,0.0,1.0,0.0,1.5,2.5,0.6,0.429,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,3.0,,BRK,2023,post
11,David Duke Jr.,23,SG,1,0,5.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,,BRK,2023,post
12,Patty Mills,34,PG,1,0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,BRK,2023,post
13,Yuta Watanabe,28,SF,1,0,5.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.75,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,,BRK,2023,post
14,Edmond Sumner,27,SG,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,BRK,2023,post
1,Donovan Mitchell,26,SG,5,5,41.4,9.0,20.8,0.433,2.6,9.0,0.289,6.4,11.8,0.542,0.495,2.6,3.6,0.722,0.6,4.4,5.0,7.2,2.0,0.6,3.8,2.8,23.2,,CLE,2023,post
2,Jarrett Allen,24,C,5,5,38.2,4.4,7.2,0.611,0.0,0.0,,4.4,7.2,0.611,0.611,0.6,1.2,0.5,3.0,4.4,7.4,2.4,0.8,1.0,0.6,2.0,9.4,,CLE,2023,post
3,Darius Garland,23,PG,5,5,37.8,7.0,16.0,0.438,2.4,6.2,0.387,4.6,9.8,0.469,0.513,4.2,5.0,0.84,0.0,1.8,1.8,5.0,1.6,0.2,3.6,3.4,20.6,,CLE,2023,post
4,Evan Mobley,21,PF,5,5,37.6,4.4,9.6,0.458,0.0,0.2,0.0,4.4,9.4,0.468,0.458,1.0,1.6,0.625,3.0,7.0,10.0,2.0,0.6,1.2,2.4,2.6,9.8,,CLE,2023,post
5,Caris LeVert,28,SG,5,3,34.0,5.4,12.6,0.429,2.6,7.2,0.361,2.8,5.4,0.519,0.532,1.6,2.6,0.615,0.8,3.8,4.6,2.6,0.4,0.2,1.0,2.0,15.0,,CLE,2023,post
6,Cedi Osman,27,SF,5,0,18.6,1.8,5.0,0.36,1.2,4.0,0.3,0.6,1.0,0.6,0.48,1.2,1.8,0.667,0.2,2.8,3.0,1.0,0.4,0.2,1.0,2.4,6.0,,CLE,2023,post
7,Isaac Okoro,22,SF,5,2,15.0,2.2,4.6,0.478,0.8,2.6,0.308,1.4,2.0,0.7,0.565,1.2,1.2,1.0,0.6,0.8,1.4,0.8,0.4,0.4,0.8,2.0,6.4,,CLE,2023,post
8,Danny Green,35,SG,4,0,10.0,0.3,1.3,0.2,0.3,1.0,0.25,0.0,0.3,0.0,0.3,0.0,0.0,,0.5,1.3,1.8,0.3,0.5,0.3,0.5,1.8,0.8,,CLE,2023,post
9,Ricky Rubio,32,PG,3,0,5.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.7,1.3,2.0,1.0,0.3,0.0,1.7,1.7,0.0,,CLE,2023,post
10,Dean Wade,26,PF,2,0,5.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.0,,CLE,2023,post
11,Lamar Stevens,25,SF,2,0,4.5,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.75,1.0,1.0,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,2.5,,CLE,2023,post
12,Raul Neto,30,PG,2,0,3.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,,CLE,2023,post
13,Robin Lopez,34,C,2,0,3.0,1.5,1.5,1.0,0.0,0.0,,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,4.0,,CLE,2023,post
1,Jamal Murray,25,PG,20,20,40.0,9.7,20.5,0.473,3.0,7.5,0.396,6.8,13.1,0.517,0.545,3.8,4.1,0.926,0.8,4.9,5.7,7.1,1.5,0.3,2.5,2.1,26.1,,DEN,2023,post
2,Nikola JokiÄ,27,C,20,20,39.5,11.4,20.7,0.548,1.8,3.8,0.461,9.6,16.9,0.568,0.591,5.6,7.0,0.799,3.5,10.0,13.5,9.5,1.1,1.0,3.5,3.5,30.0,Finals MVP-1,DEN,2023,post
3,Aaron Gordon,27,PF,20,20,35.7,5.1,9.8,0.518,0.9,2.3,0.391,4.2,7.5,0.557,0.564,2.3,3.5,0.652,2.5,3.6,6.0,2.6,0.6,0.7,1.0,2.9,13.3,,DEN,2023,post
4,Kentavious Caldwell-Pope,29,SG,20,20,33.6,3.7,8.1,0.457,1.8,4.6,0.38,2.0,3.5,0.557,0.565,1.5,1.8,0.829,0.7,2.6,3.3,1.6,1.3,0.7,0.8,2.4,10.6,,DEN,2023,post
5,Michael Porter Jr.,24,SF,20,20,32.7,5.0,11.7,0.423,2.3,6.6,0.351,2.7,5.2,0.515,0.521,1.2,1.5,0.793,1.0,7.1,8.1,1.6,0.5,0.6,0.5,2.1,13.4,,DEN,2023,post
6,Bruce Brown,26,SF,20,0,26.5,4.5,8.8,0.511,0.9,2.9,0.316,3.6,6.0,0.605,0.563,2.1,2.5,0.857,0.8,3.3,4.0,1.9,1.1,0.5,1.2,2.5,12.0,,DEN,2023,post
7,Jeff Green,36,PF,20,0,17.2,1.4,3.1,0.452,0.5,1.4,0.321,1.0,1.7,0.559,0.524,0.9,1.0,0.895,0.3,1.3,1.6,0.7,0.3,0.4,0.5,2.2,4.1,,DEN,2023,post
8,Christian Braun,21,SG,19,0,13.0,1.3,2.4,0.533,0.1,0.5,0.2,1.2,1.8,0.629,0.556,0.6,1.0,0.579,0.6,1.4,2.1,0.6,0.6,0.2,0.5,1.5,3.2,,DEN,2023,post
9,DeAndre Jordan,34,C,4,0,3.5,0.5,0.8,0.667,0.0,0.0,,0.5,0.8,0.667,0.667,0.3,0.5,0.5,0.0,1.0,1.0,0.3,0.0,0.3,0.5,0.5,1.3,,DEN,2023,post
10,Reggie Jackson,32,PG,6,0,3.0,0.2,0.3,0.5,0.2,0.3,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,0.3,0.3,0.3,0.2,0.0,0.2,0.0,0.5,,DEN,2023,post
11,Ish Smith,34,PG,4,0,3.0,0.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.5,0.5,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.5,0.5,,DEN,2023,post
